line_id,order_id,book_id,price
178,10437,2243,2.7
179,10948,792,19.01
180,857,5986,16.78
181,879,6459,7.72
182,1664,2086,15.6
183,1719,3745,6.87
184,4952,7875,10.17
185,4974,4665,11.41
186,6999,6627,5.32
187,7021,6035,18.29
188,9046,10509,19.59
189,9068,710,7.61
190,1116,7917,8.32
191,5211,10508,9.49
192,7258,6010,5.53
193,1928,8480,19.62
194,1895,6887,3.03
195,1241,10019,0.96
196,5336,6001,11.04
197,1571,1591,1.17
198,1822,9600,2.78
199,1279,1174,2.22
200,5374,2667,17.29
201,264,6720,8.52
202,4359,3537,6.23
203,6406,6712,1.64
204,8453,6679,15.11
205,9476,10859,12.27
206,10499,1560,17.2
207,11010,9792,16.4
208,479,5105,16.69
209,4574,8864,9.59
210,6621,87,12.01
211,8668,10884,1.8
212,9691,5735,6.14
213,1486,11001,0.45
214,5581,1640,13.37
215,197,10028,10.01
216,4292,8877,9.77
217,6339,534,15.49
218,8386,8122,6.51
219,9409,4866,4.21
220,10432,8228,1.33
221,10943,1266,7.39
222,94,5623,8.38
223,2154,6440,12.74
224,4189,4996,6.67
225,6236,3572,12.09
226,8283,652,9.6
227,9306,2492,13.6
228,10329,8101,12.01
229,10840,9101,5.77
230,11351,11004,1.58
231,910,4766,18.09
232,5005,2640,9.46
233,7052,7269,16.95
234,1900,3082,16.85
235,763,4250,7.64
236,2469,8512,13.57
237,4858,1087,9.05
238,6905,10791,9.83
239,8952,6109,5.4
240,260,7826,14.13
241,1009,4689,19.76
242,4355,7533,8.4
243,5104,779,1.79
244,6402,2633,18.3
245,7151,9627,11.62
246,8449,3442,16.08
247,9472,1013,0.87
248,10495,10513,11.87
249,11006,1481,17.69
250,374,270,9.34
251,638,2918,18.21
252,4469,8515,1.91
253,4733,2010,12.35
254,6516,6060,17.42
255,6780,8032,19.92
256,8563,9063,1.69
257,8827,10889,12.8
258,9586,2943,8.04
259,10609,2414,17.57
260,2399,8247,1.41
261,1539,1449,8.77
262,706,8934,13.97
263,2196,931,6.45
264,4801,4031,16.87
265,6848,1459,2.49
266,8895,2554,15.48
267,768,2024,11.74
268,4863,4329,3.69
269,6910,8397,4.41
270,8957,9319,10.54
271,1275,1353,0.55
272,5370,8591,15.57
273,1035,6404,10.85
274,5130,10975,6.08
275,7177,6244,17.87
276,84,8723,4.79
277,2293,9406,10.17
278,4179,73,10.14
279,6226,5726,1.05
280,8273,7995,8.71
281,9296,237,16.0
282,10319,10424,5.68
283,10830,6782,3.91
284,11341,1666,3.23
285,1698,3982,6.11
286,405,5038,6.96
287,4500,4242,17.25
288,6547,1871,5.07
289,8594,8497,1.15
290,9617,11086,16.18
291,1808,637,17.17
292,241,1332,0.47
293,800,8450,14.52
294,4336,3914,11.62
295,4895,9443,10.02
296,6383,10671,5.84
297,6942,6497,0.86
298,8430,5153,3.73
299,8989,6054,3.21
300,9453,1882,7.3
301,10476,3530,9.83
302,10987,5621,1.03
303,23,8262,11.16
304,520,6253,2.72
305,671,11069,11.32
306,4118,9394,10.48
307,4615,976,17.32
308,4766,742,14.71
309,6165,5311,3.61
310,6662,5225,16.14
311,6813,6961,14.15
312,8212,7352,3.62
313,8709,10278,1.5
314,8860,6725,15.94
315,9235,1898,9.25
316,9732,8910,12.33
317,10258,7559,10.96
318,10769,7806,17.28
319,11280,2389,9.64
320,11407,8510,7.57
321,2105,6666,17.19
322,256,5555,18.36
323,667,1038,14.24
324,4351,3111,5.25
325,4762,5264,11.56
326,6398,5249,12.48
327,6809,7843,13.05
328,8445,1641,15.6
329,8856,5091,18.95
330,9468,4067,19.69
331,10491,9200,3.61
332,11002,4689,11.32
333,711,6285,2.54
334,4806,10452,6.33
335,6853,8514,17.52
336,8900,933,15.83
337,757,7851,3.08
338,1031,7257,15.99
339,4852,455,16.12
340,5126,10095,2.37
341,6899,9693,20.0
342,7173,4296,18.61
343,8946,5511,13.68
344,112,10401,12.44
345,1662,3387,13.13
346,4207,4113,17.57
347,6254,3160,15.68
348,8301,760,19.78
349,9324,8246,14.76
350,10347,5196,2.41
351,10858,2248,12.97
352,1348,7076,4.69
353,2400,2949,12.43
354,5443,3467,13.88
355,1164,5954,11.87
356,5259,4035,0.64
357,7306,816,5.39
358,1591,1432,16.69
359,788,8739,8.49
360,1532,8514,11.06
361,4883,5231,13.83
362,6930,513,3.13
363,8977,7166,15.02
364,300,9146,17.15
365,1177,9139,10.69
366,1454,2310,8.7
367,4395,6139,9.08
368,5272,6835,14.2
369,5549,7861,8.06
370,6442,9951,5.27
371,7319,7059,7.63
372,8489,46,17.52
373,9512,4100,4.28
374,10535,10733,3.62
375,11046,120,10.22
376,2266,5818,1.63
377,34,9326,18.93
378,1809,2438,5.1
379,4129,6881,6.53
380,6176,8658,18.22
381,8223,2441,7.29
382,9246,1823,14.52
383,10269,1544,10.31
384,10780,1802,5.25
385,11291,9204,6.97
386,11418,2900,5.15
387,652,5630,15.15
388,4747,2988,1.41
389,6794,6094,10.53
390,8841,11013,7.39
391,226,9762,5.58
392,4321,8477,19.46
393,6368,6446,19.55
394,8415,1673,16.37
395,9438,7138,15.05
396,10461,9313,18.56
397,10972,1439,17.25
398,2180,10276,0.62
399,316,4280,16.6
400,1562,11077,9.76
401,4411,5043,16.05
402,6458,7257,17.08
403,8505,3475,0.0
404,9528,715,6.41
405,10551,4557,1.73
406,1883,2265,15.17
407,58,2015,12.61
408,2018,6771,3.03
409,4153,10377,4.16
410,6200,2701,11.79
411,8247,2437,6.53
412,9270,10853,17.95
413,10293,6248,2.3
414,10804,9902,2.1
415,11315,9521,19.26
416,1924,2768,7.09
417,289,283,1.28
418,4384,2706,0.48
419,6431,4359,17.72
420,8478,2826,12.25
421,9501,3335,13.23
422,10524,4540,1.12
423,11035,617,2.19
424,425,4239,11.53
425,876,8218,19.28
426,4520,6733,2.66
427,4971,9457,17.01
428,6567,7827,19.3
429,7018,7957,13.61
430,8614,2855,4.83
431,9065,4876,9.33
432,9637,191,13.73
433,85,4251,17.0
434,922,1166,19.47
435,4180,6146,16.83
436,5017,6130,4.6
437,6227,5527,15.88
438,7064,5332,0.29
439,8274,7063,2.61
440,9297,8314,6.9
441,10320,5389,7.72
442,10831,5303,4.5
443,11342,7747,16.11
444,272,10452,5.6
445,2069,6481,1.44
446,4367,6804,16.84
447,6414,4187,7.1
448,8461,7182,3.26
449,9484,9771,18.04
450,10507,9742,13.44
451,11018,8150,12.94
452,2320,418,4.93
453,1129,1338,17.23
454,5224,10539,3.03
455,7271,10183,2.44
456,504,9616,19.1
457,2415,2041,1.03
458,4599,7866,7.61
459,6646,8693,15.3
460,8693,5351,2.19
461,9716,1177,3.99
462,490,7570,16.07
463,4585,10855,9.36
464,6632,4605,13.3
465,8679,920,8.38
466,9702,9411,19.46
467,1976,3641,14.34
468,1375,6723,17.39
469,5470,5958,1.37
470,1487,8184,9.45
471,5582,1740,7.28
472,2450,3900,13.22
473,525,2810,5.61
474,1391,7162,7.55
475,4620,10654,13.09
476,5486,4457,0.77
477,6667,11032,16.84
478,8714,2610,12.94
479,9737,5923,14.4
480,626,38,17.13
481,1393,3036,15.89
482,1563,1716,7.75
483,4721,5273,4.15
484,5488,6859,9.19
485,6768,4979,17.19
486,8815,10616,3.85
487,198,1118,18.49
488,4293,3582,16.71
489,6340,2357,11.05
490,8387,1417,19.58
491,9410,5700,12.5
492,10433,6542,1.29
493,10944,6227,12.08
494,483,3802,17.92
495,1407,5057,11.69
496,4578,6229,0.91
497,5502,6089,12.0
498,6625,3995,19.89
499,8672,9972,9.94
500,9695,8864,9.85
501,1826,794,17.59
502,2426,2048,5.63
503,1934,9511,8.6
504,594,6503,12.66
505,1888,4584,3.21
506,4689,6312,7.09
507,6736,781,5.75
508,8783,2536,5.53
509,9806,7769,13.24
510,2064,2392,1.78
511,1150,8907,14.71
512,5245,3066,3.43
513,7292,331,12.7
514,595,952,10.46
515,1091,3976,4.37
516,4690,216,8.84
517,5186,1687,8.64
518,6737,7856,4.68
519,7233,573,11.11
520,8784,6936,9.0
521,9807,4232,11.03
522,773,6850,8.48
523,2337,3044,1.91
524,4868,7320,0.04
525,6915,418,3.61
526,8962,8804,8.28
527,2141,7754,4.84
528,981,1329,17.42
529,5076,11082,7.35
530,7123,9449,2.88
531,1488,1910,8.53
532,5583,6866,16.12
533,1989,1997,9.58
534,2311,9527,16.89
535,1042,7274,14.71
536,5137,7961,7.43
537,7184,7902,8.74
538,1916,605,19.22
539,1977,7135,6.47
540,2136,7717,9.95
541,86,4519,10.77
542,4181,5279,15.13
543,6228,3989,10.47
544,8275,6023,2.73
545,9298,660,17.72
546,10321,2821,12.18
547,10832,3158,11.85
548,11343,1232,15.52
549,870,6102,8.27
550,4965,4708,17.5
551,7012,1162,17.96
552,9059,1955,3.7
553,2113,4425,8.67
554,1929,10847,11.47
555,1963,10492,19.89
556,1601,1589,14.62
557,1806,2510,18.71
558,1851,10,3.95
559,266,10966,6.7
560,1419,7995,11.75
561,4361,8711,3.02
562,5514,4530,11.64
563,6408,7673,14.03
564,8455,4886,1.82
565,9478,1518,8.2
566,10501,7119,19.39
567,11012,10330,14.67
568,1544,9809,4.15
569,2486,4384,6.94
570,944,6146,14.42
571,5039,10555,11.59
572,7086,585,10.47
573,1117,5124,14.63
574,5212,3073,3.72
575,7259,1143,19.1
576,1421,5187,9.33
577,5516,10383,5.34
578,2303,5956,17.51
579,841,8582,4.6
580,4936,9315,9.91
581,6983,10735,6.77
582,9030,8872,19.43
583,1727,5183,8.28
584,697,7493,2.49
585,1398,6713,12.85
586,2100,4484,1.74
587,4792,2515,17.38
588,5493,7422,14.57
589,6839,7125,0.33
590,8886,1808,15.24
591,945,3600,6.62
592,5040,7617,8.59
593,7087,1053,3.68
594,1099,7075,12.55
595,2170,2564,5.39
596,5194,7294,9.39
597,7241,4235,9.89
598,1118,3694,3.51
599,5213,9807,17.61
600,7260,8450,3.1
601,1598,5532,0.41
602,311,6797,19.86
603,487,1462,13.57
604,613,11114,19.17
605,1191,8854,2.07
606,4406,1441,6.75
607,4582,3327,9.64
608,4708,5724,2.5
609,5286,924,0.79
610,6453,10549,12.45
611,6629,2973,9.38
612,6755,6049,6.22
613,7333,10284,13.77
614,8500,7441,5.57
615,8676,4309,2.0
616,8802,3770,7.87
617,9523,10588,11.54
618,9699,347,8.48
619,10546,297,17.23
620,2013,2521,10.97
621,2366,708,13.44
622,1839,1892,16.67
623,2145,7327,15.82
624,242,10908,10.57
625,4337,7799,18.39
626,6384,5503,14.28
627,8431,973,5.89
628,9454,2338,3.34
629,10477,2274,10.42
630,10988,11037,7.94
631,165,98,17.06
632,2208,2651,12.65
633,4260,4974,6.77
634,6307,3896,14.72
635,8354,7006,18.81
636,9377,9038,4.82
637,10400,8533,2.25
638,10911,2902,19.34
639,1323,578,7.18
640,5418,7109,2.36
641,655,7485,0.2
642,4750,348,2.53
643,6797,5995,6.29
644,8844,10632,16.7
645,2338,3421,0.65
646,740,2677,2.1
647,4835,8951,14.13
648,6882,1322,9.49
649,8929,191,13.23
650,1930,2846,5.89
651,643,7842,12.82
652,4738,998,10.52
653,6785,4018,4.55
654,8832,592,11.68
655,736,8456,0.97
656,4831,10704,13.3
657,6878,4882,3.98
658,8925,7547,15.89
659,313,10433,6.1
660,1931,7923,12.9
661,2185,1001,10.28
662,4408,3337,19.15
663,6455,9888,11.4
664,8502,2061,4.3
665,9525,5789,19.12
666,10548,2442,4.58
667,252,5409,14.88
668,4347,2906,1.48
669,6394,6534,14.28
670,8441,8982,17.9
671,9464,593,11.62
672,10487,8295,19.69
673,10998,7633,9.53
674,2114,3613,3.87
675,601,11064,7.81
676,2149,10798,13.61
677,4696,5455,8.2
678,6743,6448,13.35
679,8790,6659,19.81
680,639,1738,16.2
681,4734,6468,9.53
682,6781,7105,15.27
683,8828,10026,4.31
684,386,4165,4.5
685,1618,18,6.66
686,4481,7351,6.08
687,6528,5991,15.6
688,8575,3163,1.63
689,9598,6179,10.64
690,10621,11053,7.43
691,1076,9759,5.42
692,1175,8045,16.05
693,5171,9396,16.29
694,5270,5986,4.94
695,7218,6909,7.28
696,7317,10639,13.79
697,1193,6442,16.53
698,5288,4389,9.87
699,7335,3163,18.81
700,2460,9459,8.58
701,1589,6622,13.77
702,484,7298,4.3
703,544,1182,17.73
704,1413,1277,18.27
705,4579,2494,7.59
706,4639,2506,19.75
707,5508,2916,6.95
708,6626,10595,14.37
709,6686,8174,10.37
710,8673,4317,7.7
711,8733,8455,12.9
712,9696,10527,15.9
713,9756,1526,6.01
714,1639,1010,11.04
715,2277,5439,15.75
716,485,5242,19.86
717,4580,6131,15.53
718,6627,2550,16.33
719,8674,4393,10.49
720,9697,4886,12.43
721,1474,8781,1.64
722,2061,474,19.34
723,5569,7861,12.64
724,1630,451,6.13
725,137,4568,2.67
726,4232,4845,15.54
727,6279,6435,11.22
728,8326,777,13.32
729,9349,1346,12.13
730,10372,7451,10.58
731,10883,7070,11.81
732,2171,513,9.17
733,2260,1732,8.04
734,144,6039,10.16
735,4239,10133,0.6
736,6286,4656,0.04
737,8333,8398,15.36
738,9356,6395,11.4
739,10379,1413,18.48
740,10890,2668,8.53
741,1206,4587,15.64
742,5301,7505,0.51
743,1210,1171,8.98
744,1500,10333,5.94
745,5305,7772,12.03
746,5595,10155,15.17
747,1844,614,19.99
748,1985,9270,3.33
749,1725,3707,3.32
750,2321,9245,13.13
751,323,8788,19.59
752,4418,5872,14.01
753,6465,10229,9.9
754,8512,7974,1.97
755,9535,3808,8.32
756,10558,593,0.37
757,899,10365,12.06
758,4994,2442,5.78
759,7041,8746,1.27
760,9088,10672,12.11
761,367,1664,18.63
762,574,2318,4.95
763,964,6809,6.36
764,1267,8379,16.24
765,1619,8903,11.3
766,4462,4726,8.57
767,4669,9673,1.21
768,5059,7727,5.81
769,5362,4120,19.58
770,6509,8728,19.7
771,6716,6372,18.16
772,7106,9138,7.65
773,8556,4998,1.96
774,8763,1591,8.41
775,9579,7493,2.12
776,9786,5661,4.53
777,10602,6734,6.95
778,1642,10245,11.24
779,991,531,11.05
780,5086,6895,8.81
781,7133,3825,7.94
782,375,10611,11.55
783,1194,290,7.96
784,1332,10139,7.26
785,4470,893,6.25
786,5289,3587,13.48
787,5427,4480,19.83
788,6517,8335,15.42
789,7336,6773,14.6
790,8564,9160,18.53
791,9587,1821,0.77
792,10610,7793,7.74
793,51,9276,0.15
794,4146,5967,13.18
795,6193,7640,9.12
796,8240,2443,14.6
797,9263,11028,15.32
798,10286,9521,19.62
799,10797,3770,15.01
800,11308,8183,8.52
801,280,10280,6.83
802,1378,10401,13.0
803,4375,4969,5.64
804,5473,795,10.2
805,6422,3751,3.09
806,8469,8474,6.89
807,9492,4870,3.1
808,10515,5128,16.8
809,11026,9096,11.35
810,1580,4272,4.35
811,76,10426,0.64
812,4171,3873,12.9
813,6218,2005,19.32
814,8265,3228,11.05
815,9288,9915,15.97
816,10311,3557,4.05
817,10822,592,13.17
818,11333,1491,13.87
819,2181,740,5.02
820,257,632,10.6
821,4352,5338,16.18
822,6399,6729,11.95
823,8446,1920,1.41
824,9469,9292,19.28
825,10492,3501,13.62
826,11003,5136,5.29
827,1778,10438,17.94
828,684,7462,13.24
829,907,3317,10.09
830,4779,6982,12.49
831,5002,2674,6.56
832,6826,10216,12.14
833,7049,3135,11.74
834,8873,996,13.73
835,596,1838,15.31
836,1106,3695,7.28
837,4691,9163,0.52
838,5201,7331,4.33
839,6738,1190,17.69
840,7248,1124,17.04
841,8785,10648,4.58
842,9808,3041,13.6
843,1836,6450,17.18
844,2345,6175,3.97
845,419,3637,0.78
846,4514,2398,19.2
847,6561,1699,17.67
848,8608,10689,3.04
849,9631,9774,18.72
850,304,494,8.28
851,4399,10419,8.81
852,6446,4377,12.9
853,8493,509,5.86
854,9516,3655,15.26
855,10539,9234,17.2
856,261,9023,9.49
857,4356,10445,5.41
858,6403,5979,17.5
859,8450,8477,3.7
860,9473,7107,12.78
861,10496,3105,9.56
862,11007,6150,6.59
863,2082,11016,19.23
864,2120,9320,6.07
865,13,42,2.18
866,4108,5932,6.78
867,6155,1068,9.25
868,8202,276,14.72
869,9225,6751,16.5
870,10248,3394,1.0
871,10759,3727,10.5
872,11270,6892,10.45
873,11397,8381,3.99
874,1909,8198,1.72
875,2454,2441,16.78
876,1219,5980,3.4
877,5314,2633,13.48
878,1257,7337,5.51
879,5352,4441,3.38
880,465,7218,14.72
881,997,8167,9.24
882,4560,1203,3.09
883,5092,4976,15.46
884,6607,5832,6.02
885,7139,10387,15.28
886,8654,224,16.16
887,9677,10901,9.49
888,640,4827,14.91
889,2214,4729,17.78
890,2290,1903,3.75
891,4735,4723,11.2
892,6782,5850,18.99
893,8829,1883,19.96
894,2258,5378,8.44
895,794,7349,0.72
896,4889,2209,17.69
897,6936,9201,9.63
898,8983,10307,3.75
899,2026,1755,4.53
900,2495,7330,12.3
901,1032,1088,12.89
902,1320,10331,14.19
903,5127,8470,13.56
904,5415,1184,9.96
905,7174,1900,7.19
906,194,3185,7.04
907,688,10029,9.02
908,4289,6119,7.94
909,4783,3741,9.79
910,6336,4887,14.55
911,6830,3553,8.28
912,8383,1258,6.45
913,8877,3043,8.0
914,9406,1990,13.89
915,10429,10422,11.99
916,10940,2078,2.71
917,656,1305,3.6
918,4751,6092,3.96
919,6798,3874,2.92
920,8845,7637,19.86
921,811,10094,11.12
922,858,660,12.56
923,4906,10695,18.46
924,4953,8130,17.69
925,6953,2573,10.04
926,7000,9087,11.55
927,9000,4857,9.01
928,9047,10494,7.28
929,1271,11031,17.29
930,5366,3872,2.93
931,1520,7659,0.05
932,2361,10536,14.55
933,1643,8863,16.01
934,747,6812,13.2
935,1848,5157,6.74
936,4842,3281,9.27
937,6889,4806,15.4
938,8936,6157,9.14
939,1268,6958,15.11
940,5363,10023,4.76
941,2269,5422,14.45
942,35,1676,11.71
943,1432,5304,12.52
944,4130,7797,12.51
945,5527,268,4.89
946,6177,1680,0.42
947,8224,7251,3.91
948,9247,252,10.53
949,10270,6283,4.88
950,10781,5843,17.89
951,11292,9968,15.93
952,11419,3278,1.68
953,668,5956,8.5
954,2267,5773,6.39
955,4763,450,4.87
956,6810,1084,15.11
957,8857,5413,3.3
958,499,4079,6.74
959,4594,6526,18.42
960,6641,9405,9.27
961,8688,8694,10.33
962,9711,2652,12.84
963,561,5510,11.0
964,4656,2943,13.45
965,6703,6322,16.48
966,8750,4625,12.12
967,9773,8717,1.98
968,9,1617,8.58
969,4104,7886,5.14
970,6151,1761,0.41
971,8198,6981,1.52
972,9221,5535,5.19
973,10244,8949,4.87
974,10755,8958,5.89
975,11266,640,8.08
976,11393,9423,0.45
977,349,6375,15.93
978,780,2947,18.68
979,1810,9731,11.43
980,4444,2592,9.02
981,4875,6175,8.45
982,6491,4983,19.43
983,6922,5713,13.06
984,8538,8069,13.33
985,8969,1753,15.75
986,9561,5183,19.32
987,10584,4811,5.28
988,758,256,6.45
989,1444,6060,15.1
990,4853,1570,8.81
991,5539,8660,11.41
992,6900,5765,17.58
993,8947,9346,11.27
994,458,3300,15.86
995,4553,829,19.88
996,6600,8301,14.97
997,8647,5617,5.57
998,9670,9759,11.01
999,689,1352,19.11
1000,4784,4607,4.06
1001,6831,8609,5.18
1002,8878,10842,1.9
1003,495,6131,9.41
1004,4590,7776,1.67
1005,6637,3558,6.98
1006,8684,8739,17.6
1007,9707,498,11.66
1008,104,8691,3.13
1009,4199,4882,14.49
1010,6246,3410,7.17
1011,8293,9720,5.84
1012,9316,9341,6.43
1013,10339,982,9.54
1014,10850,1340,3.42
1015,1564,5498,19.15
1016,152,3388,13.01
1017,4247,3763,14.8
1018,6294,7629,4.16
1019,8341,10950,5.92
1020,9364,5863,14.94
1021,10387,1723,10.66
1022,10898,2219,7.97
1023,38,4398,15.6
1024,1582,7955,4.68
1025,4133,290,8.55
1026,6180,672,0.38
1027,8227,10161,10.19
1028,9250,8980,10.15
1029,10273,1287,1.12
1030,10784,10389,10.01
1031,11295,7791,0.01
1032,11422,10021,10.05
1033,951,9012,10.85
1034,5046,3153,15.77
1035,7093,1041,2.03
1036,379,2531,16.65
1037,4474,5331,17.98
1038,6521,632,11.74
1039,8568,8518,1.32
1040,9591,382,19.46
1041,10614,8471,17.77
1042,91,1751,2.44
1043,444,1530,6.43
1044,4186,2184,0.32
1045,4539,5465,8.16
1046,6233,6302,12.16
1047,6586,3787,17.56
1048,8280,4100,4.17
1049,8633,10434,1.26
1050,9303,5581,6.38
1051,9656,1003,9.87
1052,10326,2198,10.14
1053,10837,10487,3.83
1054,11348,1441,1.46
1055,550,10874,13.34
1056,1086,4488,0.31
1057,2052,9654,5.83
1058,4645,9517,8.03
1059,5181,4920,0.12
1060,6692,7827,9.98
1061,7228,4292,8.62
1062,8739,11098,13.89
1063,9762,5339,6.32
1064,125,1560,15.06
1065,2035,3839,9.31
1066,4220,3260,1.36
1067,6267,5134,2.05
1068,8314,1437,6.75
1069,9337,3346,9.81
1070,10360,6129,5.65
1071,10871,8445,18.96
1072,27,5150,9.41
1073,4122,10725,8.16
1074,6169,1657,10.4
1075,8216,1707,4.14
1076,9239,6392,5.03
1077,10262,5938,18.29
1078,10773,10798,2.19
1079,11284,7066,16.95
1080,11411,3701,2.41
1081,784,6718,13.16
1082,4879,5323,8.36
1083,6926,7291,0.44
1084,8973,1605,13.1
1085,723,9381,5.0
1086,4818,8030,17.16
1087,6865,1379,0.92
1088,8912,9552,3.09
1089,39,2181,10.34
1090,476,11098,8.72
1091,4134,2081,12.55
1092,4571,6415,0.0
1093,6181,3011,7.06
1094,6618,10597,14.07
1095,8228,7351,3.85
1096,8665,10915,6.55
1097,9251,7713,9.69
1098,9688,3807,5.15
1099,10274,2903,10.64
1100,10785,9759,15.8
1101,11296,3532,4.36
1102,11423,1530,0.67
1103,357,8401,13.5
1104,4452,1212,10.4
1105,6499,3036,16.09
1106,8546,2276,12.18
1107,9569,4793,6.54
1108,10592,3813,14.65
1109,4,7060,19.5
1110,2147,10813,18.68
1111,4099,8384,19.33
1112,6146,6351,19.1
1113,8193,699,8.98
1114,9216,619,18.64
1115,10239,5476,13.31
1116,10750,9457,5.08
1117,11261,8017,16.81
1118,11388,447,13.59
1119,2376,3089,6.98
1120,1166,10162,10.38
1121,2445,9512,14.35
1122,5261,250,19.2
1123,7308,8147,15.62
1124,459,7892,4.06
1125,4554,9873,16.55
1126,6601,5285,17.85
1127,8648,429,10.29
1128,9671,5087,14.84
1129,1336,3776,9.4
1130,5431,3697,5.02
1131,838,2882,10.83
1132,1321,10362,0.63
1133,2270,4048,14.48
1134,4933,5896,9.53
1135,5416,8832,10.78
1136,6980,3484,18.97
1137,9027,8947,3.49
1138,703,5116,15.52
1139,1625,5559,3.41
1140,4798,3939,5.17
1141,6845,2562,7.51
1142,8892,2086,16.2
1143,1253,5441,0.29
1144,1484,6726,19.59
1145,5348,940,9.67
1146,5579,1824,7.38
1147,1290,3943,13.28
1148,1941,2869,5.93
1149,5385,7888,13.11
1150,2367,1669,15.67
1151,2491,5214,19.84
1152,1480,6161,15.85
1153,5575,3365,2.68
1154,1864,8488,8.24
1155,281,8589,12.47
1156,4376,8920,2.76
1157,6423,3165,0.17
1158,8470,2094,18.32
1159,9493,179,6.63
1160,10516,6792,1.14
1161,11027,5058,2.03
1162,1366,1594,8.24
1163,2205,7007,18.26
1164,5461,7515,12.77
1165,1047,1838,18.22
1166,1533,660,11.27
1167,5142,7113,10.12
1168,7189,6815,10.89
1169,1349,9839,15.77
1170,5444,3212,1.56
1171,1557,5844,7.83
