order_id,order_date,customer_id,shipping_method_id,dest_address_id
141,2024-06-22 23:16:56,669,1,43
142,2022-07-19 12:06:44,751,4,43
143,2022-07-30 11:04:09,1930,2,43
144,2022-07-08 19:46:46,194,3,44
145,2024-02-14 02:39:42,297,1,44
146,2022-02-14 07:01:44,744,1,44
147,2023-09-13 04:04:06,1231,2,44
148,2023-09-03 04:30:48,1498,1,44
149,2023-12-14 15:36:46,1773,2,44
150,2023-07-14 06:29:46,362,2,45
151,2022-01-08 21:23:02,718,2,45
152,2024-02-07 02:18:20,256,1,46
153,2023-03-21 09:49:18,793,3,46
154,2023-09-13 12:20:16,960,1,46
155,2022-10-28 16:29:47,1288,4,46
156,2022-11-01 00:51:54,1193,3,47
157,2024-11-22 02:26:37,1462,1,47
158,2021-12-17 05:07:05,1762,2,47
159,2022-09-02 17:43:21,1790,3,47
160,2023-08-02 17:08:17,1385,1,48
161,2022-07-28 12:35:38,1318,4,49
162,2022-01-25 03:30:54,568,1,50
163,2024-08-05 15:55:00,1364,4,50
164,2023-03-20 21:15:12,1694,4,50
165,2022-03-22 11:02:22,166,4,51
166,2024-09-21 08:56:42,369,1,51
167,2024-04-04 13:04:17,831,4,51
168,2022-11-19 14:19:26,897,4,51
169,2024-12-10 00:59:15,950,3,51
170,2022-06-09 00:19:07,998,2,52
171,2022-04-11 11:38:32,1572,1,52
172,2023-10-16 16:48:26,312,4,53
173,2024-01-12 13:02:00,808,4,53
174,2023-12-18 14:50:22,970,1,53
175,2023-07-02 11:07:37,1167,1,53
176,2024-04-22 20:19:48,1843,3,53
177,2022-11-09 12:36:03,1930,2,53
178,2023-12-19 22:55:21,998,1,54
179,2022-02-24 00:35:42,520,1,55
180,2022-08-04 11:28:33,792,3,55
181,2023-05-14 11:09:40,1950,4,55
182,2022-02-12 03:15:03,1005,1,56
183,2024-05-19 23:47:18,482,4,57
184,2024-09-23 05:11:38,1119,3,57
185,2022-11-20 19:03:45,1398,3,57
186,2023-10-09 17:55:03,1513,4,57
187,2024-02-29 15:20:39,387,3,58
188,2023-08-22 00:45:22,471,1,58
189,2022-02-21 10:44:36,770,4,59
190,2022-05-31 19:47:34,818,2,59
191,2023-01-24 05:50:54,1438,4,59
192,2023-12-21 19:27:24,864,1,60
193,2023-05-18 19:31:04,1464,2,60
194,2024-11-26 18:11:55,235,1,61
195,2023-04-20 16:35:12,1095,2,61
196,2024-01-13 21:49:54,1288,2,61
197,2022-06-13 15:59:53,61,1,62
198,2024-09-06 01:56:56,119,1,62
199,2024-05-30 03:31:24,428,3,62
200,2023-02-26 15:52:41,600,1,62
201,2022-09-23 20:26:49,1080,2,62
202,2022-12-03 20:03:47,48,1,63
203,2024-06-16 19:38:53,307,1,63
204,2024-11-28 15:13:12,742,4,63
205,2022-08-29 06:49:12,1717,3,64
206,2023-10-15 07:04:33,320,2,65
207,2023-07-06 15:32:10,587,2,65
208,2023-02-11 05:58:43,1468,4,65
209,2024-01-10 12:14:36,1518,1,65
210,2023-12-17 01:17:20,1516,2,66
211,2023-06-21 00:46:19,1887,4,66
212,2023-10-02 17:32:34,743,1,67
213,2024-07-25 04:50:24,1416,2,67
214,2022-06-10 20:32:57,1633,4,67
215,2022-10-09 01:20:45,1642,1,67
216,2024-02-22 23:06:12,735,1,68
217,2023-04-23 09:19:23,500,3,70
218,2022-01-10 07:41:04,660,2,70
219,2023-03-13 04:34:05,1959,1,70
220,2023-12-16 08:06:37,1870,3,71
221,2024-11-28 07:27:11,1335,2,72
222,2024-03-01 11:05:36,1385,3,72
223,2022-06-08 14:10:05,1786,3,72
224,2023-03-31 15:49:42,1805,4,72
225,2024-03-27 19:41:48,37,1,73
226,2023-10-16 06:15:32,99,2,73
227,2024-05-06 04:07:22,497,1,73
228,2023-12-10 12:28:27,735,1,73
229,2023-04-02 22:22:38,1426,2,73
230,2022-10-18 15:22:29,1499,1,73
231,2023-05-06 09:11:58,22,2,75
232,2022-11-04 02:53:31,1227,3,75
233,2023-05-18 10:37:26,1337,2,75
234,2023-01-23 22:17:57,1671,4,75
235,2024-04-14 06:32:30,934,3,76
236,2023-05-06 10:04:37,1271,4,76
237,2024-06-09 03:03:30,1413,3,76
238,2023-09-22 05:53:29,1706,2,76
239,2024-04-15 02:53:04,1755,1,76
240,2023-06-09 16:15:29,2,4,77
241,2023-03-15 09:25:05,83,2,77
242,2023-05-13 23:05:32,165,2,77
243,2022-08-05 08:27:59,602,1,77
244,2024-06-18 15:30:08,754,2,77
245,2021-12-23 16:49:10,1314,2,77
246,2023-11-13 02:31:27,1536,2,77
247,2022-02-21 07:03:35,30,2,78
248,2023-05-11 05:53:24,389,1,78
249,2022-12-30 14:50:52,1071,3,78
250,2023-03-14 03:34:20,1573,2,78
251,2024-04-08 20:43:01,480,4,79
252,2024-11-05 15:56:50,176,2,80
253,2023-03-01 11:01:12,536,4,80
254,2024-12-09 08:19:47,751,1,80
255,2022-11-21 01:33:37,1011,1,80
256,2024-11-18 17:08:59,87,1,81
257,2024-04-15 14:16:40,210,4,81
258,2022-01-08 11:24:22,1522,1,81
259,2023-04-08 06:41:22,1992,3,81
260,2022-05-12 14:54:59,67,4,82
261,2023-12-07 21:40:44,218,2,82
262,2022-12-25 04:07:27,978,2,82
263,2023-09-20 17:43:25,1756,1,82
264,2022-04-30 02:06:28,58,3,83
265,2022-03-15 15:00:36,1197,2,83
266,2023-05-18 16:41:40,145,2,84
267,2022-11-01 04:34:36,877,4,84
268,2022-12-02 23:10:44,933,1,84
269,2023-06-21 05:41:10,1205,1,84
270,2024-02-10 09:54:00,1905,4,84
271,2022-05-13 07:24:04,1955,2,84
272,2022-05-16 17:59:36,108,4,85
273,2023-04-15 01:44:12,715,2,85
274,2022-07-21 05:31:49,1755,1,85
275,2024-05-22 07:55:09,526,3,86
276,2023-12-05 19:10:05,662,4,86
277,2022-08-10 19:23:37,871,1,86
278,2022-09-03 18:26:17,1643,3,86
279,2023-10-21 22:15:22,1932,3,86
280,2023-09-21 07:23:46,206,4,87
281,2023-12-10 02:41:42,283,4,87
282,2022-11-06 23:06:59,344,3,87
283,2024-02-26 21:25:41,767,2,87
284,2022-10-19 21:33:35,824,3,87
285,2024-04-09 15:15:21,880,1,87
286,2022-06-21 14:17:45,908,4,87
287,2022-12-16 04:47:35,1245,4,87
288,2024-06-05 00:52:38,1509,2,87
289,2023-12-29 12:00:17,105,2,88
290,2023-07-03 18:40:13,1597,4,88
291,2024-02-09 21:10:01,1749,3,88
292,2022-01-10 08:36:40,543,1,89
293,2021-12-26 11:34:56,558,2,89
294,2021-12-18 13:02:10,832,4,89
295,2024-11-30 13:55:08,937,3,89
296,2024-03-24 17:36:36,756,1,90
297,2023-08-04 07:47:28,867,3,91
298,2023-08-17 04:01:04,1376,3,91
299,2024-01-18 20:41:30,1744,4,91
300,2022-10-14 11:27:27,95,4,92
301,2021-12-14 21:56:18,414,2,92
302,2023-07-12 16:11:06,1035,4,92
303,2024-12-06 04:32:49,1095,2,92
304,2022-06-10 03:11:52,217,1,93
305,2022-06-06 10:18:30,1482,4,94
306,2023-09-04 13:33:03,1659,1,94
307,2023-06-17 11:10:01,1918,1,94
308,2023-02-13 08:41:12,978,4,95
309,2024-08-10 07:01:15,1485,3,95
310,2022-12-25 21:41:12,1988,2,95
311,2023-09-07 03:20:10,161,3,96
312,2024-08-07 02:40:52,924,3,96
313,2023-09-29 11:23:18,175,2,97
314,2023-03-18 14:43:22,320,4,97
315,2023-10-10 23:42:50,1712,2,97
316,2024-04-27 20:31:53,101,3,98
317,2023-08-21 23:08:53,787,2,98
318,2023-09-14 05:30:04,1763,1,98
319,2022-01-28 06:39:46,1913,3,99
320,2023-08-01 19:33:31,2000,2,99
321,2024-11-19 14:07:18,1133,2,100
322,2024-01-29 10:45:29,1560,3,100
323,2023-12-25 19:46:48,199,3,101
324,2023-06-17 05:28:16,911,2,101
325,2023-05-04 12:24:12,1225,2,101
326,2022-10-15 08:53:47,725,1,103
327,2022-05-24 23:52:39,1042,3,103
328,2022-11-22 04:04:42,1526,2,103
329,2023-11-09 21:04:00,1607,2,103
330,2022-10-01 18:02:08,336,3,104
331,2023-01-06 23:32:56,703,3,104
332,2023-01-16 11:35:03,967,3,104
333,2024-02-20 22:37:57,1922,2,104
334,2023-10-02 04:14:04,342,3,105
335,2024-06-30 11:14:07,1512,3,105
336,2024-03-01 21:49:58,1713,1,105
337,2023-03-06 16:10:55,1803,3,105
338,2022-05-07 05:26:13,609,1,106
339,2024-06-15 20:08:12,1045,2,106
340,2024-01-20 12:08:15,1617,2,106
341,2024-05-19 15:51:29,994,3,107
342,2022-04-09 14:32:21,1912,2,107
343,2024-03-03 03:59:35,487,1,108
344,2022-04-15 07:29:32,714,1,108
345,2023-05-19 00:53:12,1302,3,108
346,2022-02-04 11:53:30,1361,1,108
347,2023-11-15 16:25:59,936,1,109
348,2024-03-21 03:40:35,1356,1,109
349,2023-10-18 08:25:38,249,4,110
350,2024-08-13 21:30:23,525,4,110
351,2023-01-30 11:14:53,1001,1,110
352,2022-06-12 10:37:43,1163,3,110
353,2024-03-17 19:11:14,1292,4,110
354,2024-06-21 19:22:29,1450,4,110
355,2022-08-01 17:54:24,1596,2,110
356,2023-04-18 12:19:44,1824,3,110
357,2023-10-31 15:33:42,268,1,111
358,2024-08-20 07:11:05,1200,2,111
359,2023-02-01 10:55:51,1458,4,111
360,2022-05-23 13:29:44,1824,2,111
361,2023-02-16 04:30:37,1841,3,111
362,2022-05-16 02:42:40,38,1,112
363,2022-05-18 01:23:36,860,1,112
364,2023-04-14 16:32:43,1561,3,112
365,2022-07-02 04:17:33,607,4,113
366,2023-05-29 19:07:37,1566,3,113
367,2023-09-26 03:15:03,201,2,114
368,2024-10-08 00:05:58,697,3,114
369,2023-07-01 11:06:19,940,4,114
370,2022-12-31 08:34:37,1717,4,114
371,2021-12-22 05:29:26,640,3,115
372,2021-12-27 17:36:13,1411,1,115
373,2022-07-02 11:31:38,1565,3,115
374,2023-02-01 03:03:39,68,2,116
375,2023-08-08 16:52:54,204,2,116
376,2022-02-24 19:40:52,1211,2,116
377,2022-12-01 20:28:44,1440,2,116
378,2023-07-24 10:26:33,1491,4,116
379,2022-11-13 04:34:17,259,1,117
380,2024-11-24 07:20:56,730,1,117
381,2024-10-09 16:57:44,843,1,117
382,2022-02-07 06:36:56,901,1,117
383,2023-06-14 11:30:42,867,2,118
384,2022-02-15 05:39:13,736,4,119
385,2023-10-12 18:17:23,1681,2,119
386,2022-03-10 23:05:47,180,2,120
387,2022-01-19 00:41:54,575,4,120
388,2024-09-19 11:52:21,835,4,120
389,2022-09-13 17:46:10,1220,4,120
390,2023-04-28 05:14:28,1511,2,120
391,2023-04-12 02:07:51,1528,2,120
392,2022-11-08 07:47:13,529,1,121
393,2024-03-11 23:14:51,694,1,121
394,2023-07-02 02:05:39,317,2,122
395,2022-03-18 13:02:19,665,3,122
396,2021-12-23 03:21:30,825,3,122
397,2023-02-18 08:56:10,1332,4,122
398,2023-03-21 10:02:04,1782,1,122
399,2023-06-04 04:42:18,903,4,123
400,2023-07-20 13:33:23,331,4,124
401,2024-02-13 13:42:00,899,3,124
402,2024-10-20 08:46:09,1169,3,124
403,2023-09-05 09:47:20,1218,3,124
404,2023-02-16 01:32:15,1244,2,124
405,2022-10-12 03:35:13,80,3,125
406,2024-02-19 20:47:17,890,2,125
407,2023-01-26 17:10:00,1691,2,125
408,2023-08-04 09:32:45,687,2,126
409,2022-01-22 17:20:50,1147,2,126
410,2024-04-19 18:09:24,477,4,127
411,2023-08-29 11:19:40,1532,3,127
412,2024-04-16 18:17:19,974,4,128
413,2024-02-09 20:00:37,984,2,128
414,2023-12-03 14:04:23,1052,2,128
415,2022-01-08 05:46:08,1237,3,128
416,2023-07-23 21:25:26,1833,2,128
417,2024-11-30 09:36:33,446,1,129
418,2024-11-10 04:14:04,1089,3,129
419,2023-08-04 08:26:36,216,3,130
420,2023-12-11 16:47:25,1185,2,130
421,2024-02-11 17:29:45,1689,1,130
422,2024-02-26 03:47:07,780,2,131
423,2023-05-18 00:55:47,1675,4,131
424,2023-03-25 22:04:13,1834,2,131
425,2024-06-20 17:26:27,106,3,132
426,2022-05-09 03:13:07,867,2,132
427,2024-11-30 14:39:27,1691,1,132
428,2023-09-28 00:00:03,1870,4,132
429,2023-04-15 02:34:26,485,3,133
430,2022-03-30 15:22:10,1375,4,133
431,2024-07-11 19:19:47,1863,4,133
432,2023-05-02 03:24:42,1911,2,133
433,2022-01-13 01:19:50,375,4,134
434,2023-02-14 09:03:03,608,2,134
435,2022-06-30 06:27:53,1462,1,134
436,2024-10-08 07:50:46,1987,4,134
437,2022-09-06 09:22:03,291,4,135
438,2022-06-23 01:50:31,1257,3,135
439,2022-05-14 13:09:54,1788,2,135
440,2022-03-02 08:01:54,1895,3,135
441,2022-05-01 00:35:16,41,1,137
442,2024-03-29 01:21:27,947,3,137
443,2023-02-08 10:58:32,681,1,138
444,2023-04-24 18:47:27,260,2,139
445,2022-06-16 08:43:14,487,3,139
446,2022-05-03 11:02:55,873,2,139
447,2024-10-02 01:54:47,1141,2,139
448,2023-10-12 23:22:58,1385,4,139
449,2022-07-14 09:31:48,1907,1,139
450,2022-07-29 09:06:00,984,4,140
451,2022-08-03 05:36:14,1262,2,140
452,2022-06-21 15:02:59,1374,4,142
453,2023-02-18 09:59:05,536,3,143
454,2024-10-07 20:44:00,562,3,143
455,2022-11-28 06:32:49,977,3,143
456,2023-10-20 00:15:48,1158,4,143
457,2024-07-06 08:33:13,1437,1,143
458,2024-01-13 06:37:19,251,1,144
459,2023-07-02 15:18:42,272,1,144
460,2023-09-08 05:47:56,637,3,144
461,2023-01-02 10:50:50,663,2,144
462,2023-05-22 00:22:48,1076,1,144
463,2024-10-13 20:04:12,1459,4,144
464,2023-12-08 08:23:09,1709,4,144
465,2022-03-06 17:10:34,229,3,145
466,2023-06-08 01:20:45,1972,3,145
467,2024-02-11 05:27:40,306,3,146
468,2022-09-24 10:07:20,592,3,146
469,2023-05-02 13:38:55,1958,1,146
470,2023-03-29 14:41:51,820,3,147
471,2022-01-17 02:53:20,1453,3,147
472,2024-02-28 09:05:07,748,2,148
473,2024-02-14 17:05:39,1061,1,148
474,2022-05-15 17:29:42,21,4,149
475,2022-05-24 01:01:56,796,3,149
476,2023-08-09 20:37:50,267,2,150
477,2022-06-14 13:09:45,1012,4,150
478,2022-08-08 06:53:17,1696,2,150
479,2023-11-03 02:52:58,59,4,151
480,2022-01-04 07:15:27,550,2,151
481,2024-02-08 06:25:10,1102,1,151
482,2023-05-23 23:07:42,1862,2,151
483,2023-12-24 12:08:16,120,2,152
484,2023-07-26 12:56:16,185,4,152
485,2022-06-02 07:03:03,187,3,152
486,2022-04-26 07:59:55,367,2,152
487,2024-09-23 06:59:36,161,2,153
488,2023-07-02 03:21:26,406,2,153
489,2023-05-25 15:19:14,1228,2,153
490,2023-07-09 11:20:56,112,1,154
491,2023-10-11 20:13:12,1138,2,154
492,2024-08-01 08:30:52,1922,1,154
493,2022-08-03 18:16:05,1732,1,155
494,2022-05-26 20:56:04,1796,3,155
495,2024-10-11 07:48:57,253,3,156
496,2023-09-07 22:34:02,1784,4,156
497,2023-06-25 12:54:29,1801,3,156
498,2023-06-16 08:37:10,1993,3,156
499,2024-10-23 14:04:16,246,1,157
500,2023-10-26 12:15:00,1240,3,157
501,2022-09-16 00:35:02,1348,1,157
502,2022-07-21 11:18:56,1425,4,157
503,2023-08-10 08:13:00,1546,2,157
504,2024-01-13 20:44:52,111,3,158
505,2022-09-10 22:43:56,410,1,158
506,2023-05-01 19:39:32,915,1,158
507,2023-07-14 15:24:08,1618,3,158
508,2024-08-19 10:11:12,524,2,159
509,2022-09-23 21:24:05,805,2,159
510,2024-08-12 17:25:12,1199,1,159
511,2023-08-16 08:50:27,1672,3,159
512,2023-10-11 01:40:09,46,3,160
513,2023-08-11 14:37:08,1544,1,160
514,2022-02-02 13:12:40,1553,3,160
515,2024-09-07 13:54:47,415,3,161
516,2024-09-20 15:55:25,882,2,161
517,2023-01-10 23:48:10,1317,1,161
518,2023-07-02 11:24:50,1651,1,161
519,2023-09-25 17:06:40,38,3,162
520,2023-12-01 20:51:42,84,1,162
521,2022-04-24 16:50:51,1508,4,162
522,2023-02-22 02:49:12,888,2,163
523,2023-05-23 12:25:44,965,1,163
524,2023-08-13 09:14:33,1826,3,163
525,2022-08-25 06:13:21,117,4,164
526,2023-04-01 01:31:04,318,4,165
527,2022-05-06 11:18:30,394,3,165
528,2023-10-16 23:40:25,898,1,165
529,2023-06-07 02:29:45,1009,1,165
530,2024-07-13 16:50:07,1597,2,165
531,2024-09-27 23:52:47,1903,2,165
532,2024-10-14 04:40:27,615,4,166
533,2023-10-01 08:21:49,1919,2,166
534,2024-08-17 11:18:48,683,3,168
535,2023-09-08 10:09:29,1155,4,168
536,2024-11-09 09:39:15,1167,3,168
537,2022-08-15 10:28:45,1375,1,168
538,2023-07-17 06:41:28,1677,4,168
539,2022-03-02 23:17:26,1058,1,169
540,2023-10-16 12:46:31,1694,4,169
541,2021-12-30 23:35:13,1232,2,170
542,2024-04-24 11:39:03,1465,4,170
543,2024-06-18 23:33:26,1861,3,170
544,2024-07-03 21:12:16,185,1,171
545,2023-11-30 13:20:35,450,2,171
546,2024-04-14 05:09:09,813,2,171
547,2024-09-05 16:17:03,1127,2,171
548,2022-11-09 13:30:00,1798,2,171
549,2023-08-15 04:24:55,1298,2,172
550,2024-07-19 00:51:49,261,4,173
551,2023-04-26 15:08:46,451,2,173
552,2024-07-26 06:28:40,613,3,173
553,2023-06-03 01:14:13,1316,4,173
554,2023-05-04 03:40:28,33,1,174
555,2023-02-13 01:09:16,532,2,174
556,2022-09-08 03:20:20,657,4,174
557,2022-06-10 19:31:31,1112,3,174
558,2024-09-06 19:24:08,1767,2,174
559,2024-07-08 15:23:16,1971,4,174
560,2022-03-12 12:13:23,861,4,175
561,2024-06-22 12:13:24,247,4,176
562,2022-10-10 16:42:36,560,1,176
563,2023-12-02 05:57:05,1160,2,176
564,2021-12-18 01:09:47,1657,4,176
565,2022-06-28 07:00:37,1980,4,176
566,2023-02-08 17:11:55,5,3,177
567,2024-02-06 14:09:29,475,3,177
568,2022-06-07 08:41:22,539,3,177
569,2023-10-09 04:08:59,671,1,177
570,2022-03-28 15:06:42,1125,4,177
571,2023-01-22 00:14:51,1168,3,177
572,2022-06-10 03:10:28,1260,3,177
573,2024-04-19 00:33:42,1904,2,177
574,2023-03-17 20:34:33,201,3,178
575,2024-09-27 16:21:35,381,3,179
576,2024-09-12 20:07:41,459,2,179
577,2022-02-15 09:40:14,708,2,179
578,2024-07-14 17:03:33,789,3,179
579,2024-07-19 11:33:42,917,1,179
580,2024-02-03 08:36:46,386,1,180
581,2024-04-10 02:03:36,532,1,180
582,2022-11-14 00:06:06,847,1,180
583,2024-07-06 21:51:49,1783,4,180
584,2023-06-12 20:57:59,1897,3,180
585,2024-04-29 00:03:46,1448,2,181
586,2023-08-29 18:58:10,1669,4,181
587,2024-01-30 14:19:45,885,3,182
588,2023-01-31 20:00:17,625,1,183
589,2024-05-10 01:36:09,873,4,183
590,2024-06-28 08:52:38,1140,4,183
591,2024-08-11 00:43:03,1320,4,183
592,2022-09-01 20:12:45,787,2,184
593,2023-09-04 08:03:08,1921,1,184
594,2024-04-16 09:33:24,125,4,185
595,2023-12-12 03:34:50,128,2,185
596,2023-10-28 20:29:42,214,1,185
597,2024-08-18 11:39:22,594,2,185
598,2023-01-23 03:28:53,1420,4,185
599,2021-12-13 23:42:52,541,1,186
600,2023-12-31 01:42:57,933,2,186
601,2024-11-16 01:38:48,178,4,187
602,2023-03-02 06:19:08,844,1,187
603,2024-09-21 23:42:49,1402,4,187
604,2024-10-15 00:09:40,1409,3,187
605,2023-12-09 20:06:45,1946,3,187
606,2022-03-24 11:09:48,456,4,188
607,2024-04-26 21:33:52,1598,3,188
608,2022-07-14 11:43:38,1905,4,188
609,2023-09-21 19:12:48,656,1,189
610,2023-06-02 09:59:03,788,1,189
611,2024-11-28 07:14:59,1648,3,189
612,2023-01-08 14:21:40,1667,1,189
613,2024-09-06 06:05:10,161,2,190
614,2022-04-09 00:51:32,334,1,190
615,2024-06-09 00:01:15,1235,2,190
616,2024-05-23 07:08:16,1272,4,190
617,2021-12-30 05:54:15,1464,1,190
618,2024-11-08 14:24:44,1474,3,190
619,2022-10-18 19:10:10,1892,4,191
620,2023-11-29 08:59:02,874,1,192
621,2024-08-11 12:38:29,964,2,192
622,2024-12-02 05:48:15,1814,3,193
623,2024-06-21 10:58:55,836,4,194
624,2022-03-03 02:53:33,1116,4,194
625,2024-05-29 18:35:39,1403,4,194
626,2024-10-08 05:43:45,118,3,195
627,2023-06-06 03:58:45,297,4,195
628,2024-09-03 14:30:54,468,3,195
629,2024-06-19 14:26:57,663,3,195
630,2024-04-12 14:22:28,769,4,195
631,2022-08-13 13:32:39,796,1,195
632,2022-08-22 22:26:29,1446,1,195
633,2023-02-14 06:57:53,1481,2,195
634,2023-01-07 16:49:46,40,3,196
635,2022-09-27 07:33:04,874,2,196
636,2024-05-02 06:28:46,999,3,196
637,2024-03-15 21:37:23,1504,3,196
638,2022-05-14 06:59:56,68,3,197
639,2024-07-28 00:50:38,179,2,197
640,2023-01-28 15:31:13,230,4,198
641,2022-10-07 13:45:45,948,4,198
642,2024-05-08 16:16:52,1637,2,198
643,2024-04-14 07:57:15,173,1,199
644,2023-09-27 19:04:22,692,4,199
645,2022-12-14 17:16:17,934,2,199
646,2024-12-05 02:58:26,1673,4,199
647,2024-07-23 11:32:05,1752,1,200
648,2023-10-06 14:52:06,685,3,201
649,2023-12-11 01:09:46,746,1,201
